,date,teff,ts,ps
0,2021-03-06 00:00:00,259.509415,297.56137300000006,998.6253
1,2021-03-06 03:00:00,259.2847225,295.59091063976257,997.6793676472399
2,2021-03-06 06:00:00,259.147935,294.302038455905,1000.20734764724
3,2021-03-06 09:00:00,259.01840749999997,293.235403455905,1000.18234764724
4,2021-03-06 12:00:00,259.206885,300.41917191181,1000.9244
5,2021-03-06 15:00:00,259.7606925,308.018760808665,1000.6459476472401
6,2021-03-06 18:00:00,260.19530249999997,310.11211041181,999.5359879999999
7,2021-03-06 21:00:00,260.73869800000006,305.693903544095,997.0862
8,2021-03-07 00:00:00,260.5357545,295.99816158819004,1000.3010879999999
9,2021-03-07 03:00:00,260.264321,294.349038,1000.5910879999999
10,2021-03-07 06:00:00,259.994995,291.65166267638,999.6366
11,2021-03-07 09:00:00,259.5712145,290.2542695,1000.3020999999999
12,2021-03-07 12:00:00,259.709853,300.22925780866495,1003.929588
13,2021-03-07 15:00:00,260.18512100000004,316.1289059409499,1003.0276476472401
14,2021-03-07 18:00:00,260.7049465,311.01784304409495,998.6530676472399
15,2021-03-07 21:00:00,261.0569165,306.40513467638,997.2154879999999
16,2021-03-08 00:00:00,260.790467,296.6025357720475,999.7936
17,2021-03-08 03:00:00,260.53356049999996,293.53433650000005,998.47846764724
18,2021-03-08 06:00:00,259.95631,292.38664295590496,1000.643388
19,2021-03-08 09:00:00,259.5663805,290.15100154409504,1002.29734764724
20,2021-03-08 12:00:00,259.6597265,302.36393617638,1003.698988
21,2021-03-08 15:00:00,260.0162585,312.402479132285,1002.291288
22,2021-03-08 18:00:00,260.24340750000005,311.13630654409496,1001.3215879999999
23,2021-03-08 21:00:00,260.621823,306.9153031322851,997.45986764724
24,2021-03-09 00:00:00,260.3936575000001,297.4941035,1001.95354764724
25,2021-03-09 03:00:00,259.81617650000004,295.20881929409495,1002.087288
26,2021-03-09 06:00:00,259.54587000000004,292.76033504409503,1003.76984764724
27,2021-03-09 09:00:00,259.12766849999997,291.27017,1002.98714764724
28,2021-03-09 12:00:00,259.18447349999997,299.677435,1003.859388
29,2021-03-09 15:00:00,259.568208,308.439894720475,1000.66056764724
30,2021-03-09 18:00:00,259.9263935,310.21060158818995,1001.7753476472401
31,2021-03-09 21:00:00,260.20838000000003,305.88113463228495,996.60756764724
32,2021-03-10 00:00:00,259.94300649999997,296.6831665881899,1002.80724764724
33,2021-03-10 03:00:00,259.7565705,293.95891677204753,1002.83364764724
34,2021-03-10 06:00:00,259.500735,292.20950004409497,1001.175788
35,2021-03-10 09:00:00,258.997089,290.968503044095,1001.133788
