,date,teff,ts,ps
0,2021-03-06 00:00:00,259.509415,297.56137300000006,998.6253
1,2021-03-06 01:00:00,259.509415,297.56137300000006,998.6253
2,2021-03-06 02:00:00,259.509415,297.56137300000006,998.6253
3,2021-03-06 03:00:00,259.2847225,295.59091063976257,997.6793676472399
4,2021-03-06 04:00:00,259.2847225,295.59091063976257,997.6793676472399
5,2021-03-06 05:00:00,259.2847225,295.59091063976257,997.6793676472399
6,2021-03-06 06:00:00,259.147935,294.302038455905,1000.20734764724
7,2021-03-06 07:00:00,259.147935,294.302038455905,1000.20734764724
8,2021-03-06 08:00:00,259.147935,294.302038455905,1000.20734764724
9,2021-03-06 09:00:00,259.01840749999997,293.235403455905,1000.18234764724
10,2021-03-06 10:00:00,259.01840749999997,293.235403455905,1000.18234764724
11,2021-03-06 11:00:00,259.01840749999997,293.235403455905,1000.18234764724
12,2021-03-06 12:00:00,259.206885,300.41917191181,1000.9244
13,2021-03-06 13:00:00,259.206885,300.41917191181,1000.9244
14,2021-03-06 14:00:00,259.206885,300.41917191181,1000.9244
15,2021-03-06 15:00:00,259.7606925,308.018760808665,1000.6459476472401
16,2021-03-06 16:00:00,259.7606925,308.018760808665,1000.6459476472401
17,2021-03-06 17:00:00,259.7606925,308.018760808665,1000.6459476472401
18,2021-03-06 18:00:00,260.19530249999997,310.11211041181,999.5359879999999
19,2021-03-06 19:00:00,260.19530249999997,310.11211041181,999.5359879999999
20,2021-03-06 20:00:00,260.19530249999997,310.11211041181,999.5359879999999
21,2021-03-06 21:00:00,260.73869800000006,305.693903544095,997.0862
22,2021-03-06 22:00:00,260.73869800000006,305.693903544095,997.0862
23,2021-03-06 23:00:00,260.73869800000006,305.693903544095,997.0862
24,2021-03-07 00:00:00,260.5357545,295.99816158819004,1000.3010879999999
25,2021-03-07 01:00:00,260.5357545,295.99816158819004,1000.3010879999999
26,2021-03-07 02:00:00,260.5357545,295.99816158819004,1000.3010879999999
27,2021-03-07 03:00:00,260.264321,294.349038,1000.5910879999999
28,2021-03-07 04:00:00,260.264321,294.349038,1000.5910879999999
29,2021-03-07 05:00:00,260.264321,294.349038,1000.5910879999999
30,2021-03-07 06:00:00,259.994995,291.65166267638,999.6366
31,2021-03-07 07:00:00,259.994995,291.65166267638,999.6366
32,2021-03-07 08:00:00,259.994995,291.65166267638,999.6366
33,2021-03-07 09:00:00,259.5712145,290.2542695,1000.3020999999999
34,2021-03-07 10:00:00,259.5712145,290.2542695,1000.3020999999999
35,2021-03-07 11:00:00,259.5712145,290.2542695,1000.3020999999999
36,2021-03-07 12:00:00,259.709853,300.22925780866495,1003.929588
37,2021-03-07 13:00:00,259.709853,300.22925780866495,1003.929588
38,2021-03-07 14:00:00,259.709853,300.22925780866495,1003.929588
39,2021-03-07 15:00:00,260.18512100000004,316.1289059409499,1003.0276476472401
40,2021-03-07 16:00:00,260.18512100000004,316.1289059409499,1003.0276476472401
41,2021-03-07 17:00:00,260.18512100000004,316.1289059409499,1003.0276476472401
42,2021-03-07 18:00:00,260.7049465,311.01784304409495,998.6530676472399
43,2021-03-07 19:00:00,260.7049465,311.01784304409495,998.6530676472399
44,2021-03-07 20:00:00,260.7049465,311.01784304409495,998.6530676472399
45,2021-03-07 21:00:00,261.0569165,306.40513467638,997.2154879999999
46,2021-03-07 22:00:00,261.0569165,306.40513467638,997.2154879999999
47,2021-03-07 23:00:00,261.0569165,306.40513467638,997.2154879999999
48,2021-03-08 00:00:00,260.790467,296.6025357720475,999.7936
49,2021-03-08 01:00:00,260.790467,296.6025357720475,999.7936
50,2021-03-08 02:00:00,260.790467,296.6025357720475,999.7936
51,2021-03-08 03:00:00,260.53356049999996,293.53433650000005,998.47846764724
52,2021-03-08 04:00:00,260.53356049999996,293.53433650000005,998.47846764724
53,2021-03-08 05:00:00,260.53356049999996,293.53433650000005,998.47846764724
54,2021-03-08 06:00:00,259.95631,292.38664295590496,1000.643388
55,2021-03-08 07:00:00,259.95631,292.38664295590496,1000.643388
56,2021-03-08 08:00:00,259.95631,292.38664295590496,1000.643388
57,2021-03-08 09:00:00,259.5663805,290.15100154409504,1002.29734764724
58,2021-03-08 10:00:00,259.5663805,290.15100154409504,1002.29734764724
59,2021-03-08 11:00:00,259.5663805,290.15100154409504,1002.29734764724
60,2021-03-08 12:00:00,259.6597265,302.36393617638,1003.698988
61,2021-03-08 13:00:00,259.6597265,302.36393617638,1003.698988
62,2021-03-08 14:00:00,259.6597265,302.36393617638,1003.698988
63,2021-03-08 15:00:00,260.0162585,312.402479132285,1002.291288
64,2021-03-08 16:00:00,260.0162585,312.402479132285,1002.291288
65,2021-03-08 17:00:00,260.0162585,312.402479132285,1002.291288
66,2021-03-08 18:00:00,260.24340750000005,311.13630654409496,1001.3215879999999
67,2021-03-08 19:00:00,260.24340750000005,311.13630654409496,1001.3215879999999
68,2021-03-08 20:00:00,260.24340750000005,311.13630654409496,1001.3215879999999
69,2021-03-08 21:00:00,260.621823,306.9153031322851,997.45986764724
70,2021-03-08 22:00:00,260.621823,306.9153031322851,997.45986764724
71,2021-03-08 23:00:00,260.621823,306.9153031322851,997.45986764724
72,2021-03-09 00:00:00,260.3936575000001,297.4941035,1001.95354764724
73,2021-03-09 01:00:00,260.3936575000001,297.4941035,1001.95354764724
74,2021-03-09 02:00:00,260.3936575000001,297.4941035,1001.95354764724
75,2021-03-09 03:00:00,259.81617650000004,295.20881929409495,1002.087288
76,2021-03-09 04:00:00,259.81617650000004,295.20881929409495,1002.087288
